RAW_WORD,NORMALIZED_WORD,MEANING_INDONESIAN,WORD_TYPE,IS_KRAMA
sendhat,SENDHAT,tali,,
seneng,SENENG,gembira,,
sengak,SENGAK,ucapan yang tidak mengenakkan hati,,
sengit,SENGIT,"benci, tidak suka",,
senthir,SENTHIR,lampu minyak tanah kecil,,
senthong,SENTHONG,kamar,,
sepa,SEPA,"tidak ada rasanya, hambar",,
sepat,SEPAT,sejenis ikan,,
sepet,SEPET,"sabut kelapa, rasa salak yang masih mentah",,
sibén,SIBEN,membasuh badan dengan menggunakan kain atau handuk basah,,
sida,SIDA,"jadi, berlanjut",,
sidhat,SIDHAT,ikan berbentuk seperti ular/belut,,
sidhem,SIDHEM,"tenang, sepi",,
sigar,SIGAR,terbelah,,
sikil,SIKIL,kaki,,
sikut,SIKUT,siku,,
silit,SILIT,dubur,,
simbah,SIMBAH,"kakek/nenek, orang tua dari ibu-bapak",,
sinubo,SINUBO,belajar,,Krama
sinukarto,SINUKARTO,mengajarkan,,Krama
sinau,SINAU,Belajar,,
sing,SING,yang,,
sirah,SIRAH,kepala,,
sithik,SITHIK,sedikit,,
slamet,SLAMET,selamat,,
slilit,SLILIT,kotoran dari sisa makanan yang nyangkut diantara gigi,,
slintru,SLINTRU,penyekat ruangan yang bisa di pindah dan di lipat seperti pintu,,
slomot,SLOMOT,"menyulut, biasanya dengan bara rokok",,
slonjor,SLONJOR,duduk dengan meluruskan kaki ke depan,,
songo,SONGO,sembilan,Kata Bilangan,
sonten,SONTEN,sore,,Krama
srei,SREI,Iri,,
sruduk,SRUDUK,"menabrak dengan kepala (oleh ternak seperti kambing, sapi, kerbau, banteng))",,
subyung,SUBYUNG,"mengerumuni, mendukung",,
sugeng,SUGENG,hidup,,Krama
sumerap/sumerep,SUMERAP/SUMEREP,tahu; melihat,,
sumet,SUMET,"menyalakan, menyulut",,
sumringah,SUMRINGAH,cerah pada wajah yang gembira,,
supit,SUPIT,"sunat, khitan",,
suruh,SURUH,daun sirih (lihat sedhah),,
surup,SURUP,"senja, memasukkan benang ke lubang jarum",,
sèdhèng,SEDHENG,"slingkuh, berkhianat",,
sudhó,SUDHO,susut / berkurang,,
sundhél,SUNDHEL,hantu perempuan,,
sungu,SUNGU,tanduk,Kata Benda,
sunggar,SUNGGAR,menanduk dengan kepala,,
séda,SEDA,mati (Jawa halus),,
séla,SELA,batu (lihat watu),Kata Benda,Krama
sémah,SEMAH,Istri/Suami,Kata Benda,
tamba,TAMBA,Obat,Kata Benda,
tambak,TAMBAK,tebat,,
tandang,TANDANG,bekerja,Kata Kerja,
tanem,TANEM,tanam,Kata Kerja,Krama
tandur,TANDUR,tanam,Kata Kerja,
tansah,TANSAH,selalu,Kata Keadaan,
taplak,TAPLAK,penutup meja,Kata Benda,
tebas,TEBAS,borong; potong,Kata Kerja,
tebón,TEBON,pohon jagung,Kata Benda,
tedhas,TEDHAS,mampu menggigit,Kata Sifat,
teken,TEKEN,tongkat,Kata Benda,
tekak,TEKAK,cekik,,
tekan,TEKAN,sampai,Kata Keadaan,
tekuk,TEKUK,lipat,Kata Kerja,
telak,TELAK,langit-langit,,
teluk,TELUK,"takluk, menyerah",Kata Sifat,
telukan,TELUKAN,jajahan,Kata Benda,
telo bosok,TELO BOSOK,tape,Kata Benda,
temah,TEMAH,manjadi,Kata Kerja,
tembung,TEMBUNG,kata,Kata Benda,
tembang,TEMBANG,lagu,Kata Benda,
tembelek,TEMBELEK,tai ayam,Kata Benda,
telek,TELEK,tai ayam,Kata Benda,
tengara,TENGARA,tanda,Kata Benda,
tenger,TENGER,tanda,Kata Benda,
tengik,TENGIK,bau tak sedap dari makanan yang telah kedaluarsa,Kata Sifat,
tengu,TENGU,tungau,Kata Benda,
tentrem,TENTREM,tentram,Kata Sifat,
tepak,TEPAK,"tepat, pas, sesuai",Kata Sifat,
tetes,TETES,menetas,Kata Kerja,
thukul,THUKUL,tumbuh,Kata Kerja,
tiba,TIBA,jatuh,Kata Kerja,
tilas,TILAS,bekas,Kata Sifat,
tilem,TILEM,tidur,Kata Kerja,Krama
tilik,TILIK,menjenguk,Kata Kerja,
timbang/tinimbang,TIMBANG/TINIMBANG,daripada,,
timbel,TIMBEL,bisul di mata,Kata Benda,
tingal,TINGAL,mata,Kata Benda,
tingkep,TINGKEP,upacara enam bulan umur kehamilan,Kata Benda,
tirta,TIRTA,Air,Kata Benda,
tinular,TINULAR,menyampaikan sesuatu,Kata Kerja,
titis,TITIS,tepat sasaran,Kata Sifat,
trantanan,TRANTANAN,belajar berjalan pada balita dengan cara berpegang pada sesuatu misalnya dinding,Kata Benda,
tratapan,TRATAPAN,berdebar-debar,,
tresna,TRESNA,"Suka, Cinta",,
trimah/nrimah,TRIMAH/NRIMAH,menerima apa adanya,,
tritis/tritisan,TRITIS/TRITISAN,tirisan (air); air jatuh dari atap ke tanah,,
trubus,TRUBUS,tumbuh,,
tulada,TULADA,"contoh, teladan",,
tumbas,TUMBAS,beli,Kata Kerja,Krama
tuku,TUKU,beli,Kata Kerja,
tumben,TUMBEN,tidak seperti biasanya (lihat kadingaren),,
tumimbal,TUMIMBAL,pengulangan,,
tumon,TUMON,"melihat, tahu",,
tumpak,TUMPAK,naik,,
tumpes,TUMPES,"mati sampai ke akar-akarnya, mati seluruh keluarga (kasar)",,
tumplek,TUMPLEK,tumplak,,
tumrap,TUMRAP,untuk,,
tungka,TUNGKA,"bersamaan, menyusul",,
tungkak,TUNGKAK,tumit,Kata Benda,
tutur,TUTUR,kata,Kata Benda,
tuturi,TUTURI,"omongi,bilangin",,
turangga,TURANGGA,jaran,,
turu,TURU,tidur,,
turuk,TURUK,kelamin wanita,Kata Benda,
tépak,TEPAK,"tempat menyimpan bekal makanan, tempat tembakau atau rokok",Kata Benda,
téplok,TEPLOK,"lampu tempel, menempel (untuk sejenis larutan misalnya semen atau bedak)",,
uber,UBER,"kejar, buru",Kata Kerja,
ubarampé,UBARAMPE,perlengkapan,Kata Benda,
ucap,UCAP,kata,Kata Kerja,
ucek,UCEK,"gosok-gosokkan (mata, cucian)",Kata Kerja,
uceng,UCENG,jenis ikan sungai,Kata Benda,
ucul,UCUL,terlepas,Kata Kerja,
udakara,UDAKARA,"kira-kira, kurang lebih",Kata Sambung,
udal-udal,UDAL-UDAL,membongkar,Kata Kerja,
udan,UDAN,hujan,Kata Benda,
udani,UDANI,telanjangi,Kata Kerja,
udel,UDEL,pusar,Kata Benda,
udheng,UDHENG,ikat kepala,Kata Benda,
udi,UDI,ajar; pelajari,Kata Kerja,
udik,UDIK,dusun,Kata Benda,
udu,UDU,bukan,,
udud,UDUD,rokok,Kata Benda,
udun,UDUN,bisul,Kata Benda,
udur,UDUR,berdebat,Kata Kerja,
uga,UGA,juga,Kata Keadaan,
ugal-ugalan,UGAL-UGALAN,bertindak tanpa mengindahkan aturan; kurang ajar,Kata Keadaan,
ugel-ugel,UGEL-UGEL,pergelangan tangan,Kata Benda,
ugeran,UGERAN,pegangan / sebuah pedoman,,
uger-uger,UGER-UGER,kusen,Kata Benda,
uget-uget,UGET-UGET,larva,Kata Benda,
ugi,UGI,juga,Kata Keadaan,
ugungan,UGUNGAN,senang dipuji,Kata Sifat,
ugung,UGUNG,belum,,
ugunganipun,UGUNGANIPUN,sanjungan nya,,
ucul,UCUL,lepas,,
uja,UJA,penuhi segala keinginan,Kata Kerja,
ujaripun,UJARIPUN,katanya,,
ujub,UJUB,laksanakan,Kata Kerja,
ujur,UJUR,membujur,Kata Benda,
ukara,UKARA,kalimat,Kata Benda,
ukil,UKIL,pelit,,
ula,ULA,ular,Kata Benda,
ulap,ULAP,silau,,
ular-ular,ULAR-ULAR,petuah,Kata Benda,
ulam,ULAM,ikan,,
ulem,ULEM,undang,Kata Kerja,
ulatipun,ULATIPUN,wajahnya,,
uler,ULER,ulat,Kata Benda,
ules,ULES,warna (untuk binatang,Kata Benda,
ulet,ULET,liat,Kata Sifat,
uleten,ULETEN,campurlah,,
ulu,ULU,telan,Kata Kerja,
ulung,ULUNG,serah,Kata Kerja,
uman,UMAN,kebagian,Kata Kerja,
umbar,UMBAR,biarkan/lepaskan; dibiarkan bebas,Kata Kerja,
umbel,UMBEL,ingus,Kata Benda,
umbul-umbul,UMBUL-UMBUL,bendera,Kata Benda,
umbul,UMBUL,gambar,Kata Benda,
umbul,UMBUL,mata air; [[diumbul,Kata Benda,
umek,UMEK,tidak bisa diam,Kata Sifat,
umik-umik,UMIK-UMIK,komat-kamit,Kata Kerja,
umob,UMOB,mendidih,Kata Sifat,
umpak,UMPAK,"alas tiang rumah, biasanya terbuat dari batu",Kata Benda,
umplung,UMPLUNG,kaleng,Kata Benda,
umyek,UMYEK,sibuk sendiri,Kata Kerja,
undamana,UNDAMANA,maki-maki,Kata Kerja,
undang,UNDANG,panggil,Kata Kerja,
under,UNDER,"pusat, inti",Kata Keadaan,
undha-undhi,UNDHA-UNDHI,"sama saja, selisih usianya sedikit",Kata Sifat,
undha,UNDHA,terbangkan (untuk layang-layang,Kata Kerja,
undhuh,UNDHUH,petik/tuai,Kata Kerja,
undur-undur,UNDUR-UNDUR,nama serangga,Kata Benda,
undur,UNDUR,gerak ke belakang,Kata Kerja,
unggah-ungguh,UNGGAH-UNGGUH,sopan santun,,
uni,UNI,"bunyi, suara",Kata Benda,
unjuk,UNJUK,geser naik,Kata Kerja,
unjuk,UNJUK,minum,Kata Kerja,
unta,UNTA,onta,Kata Benda,
untab,UNTAB,temani saat-saat keberangkatan,Kata Kerja,
untal,UNTAL,telan ; makan tanpa menguyah,Kata Kerja,
untel-untel,UNTEL-UNTEL,*membuat kertas dsb. menjadi gumpalan,Kata Kerja,
unthuk,UNTHUK,"busa, buih",Kata Benda,
unting,UNTING,ikat segepok,Kata Kerja,
untir,UNTIR,pelintir,Kata Kerja,
untu,UNTU,gigi,Kata Benda,
untup-untup,UNTUP-UNTUP,muncul sedikit,Kata Kerja,
upama/upami,UPAMA/UPAMI,umpama; contoh,,
upas,UPAS,bisa ular,,
ura-ura,URA-URA,bernyanyi,Kata Kerja,
urap-urap,URAP-URAP,sayuran yang dicampur dengan bumbu dari kelapa parut,Kata Benda,
urik,URIK,curang,Kata Sifat,
urip,URIP,hidup,Kata Kerja,
urut,URUT,pijat,Kata Kerja,
urut,URUT,"sesuai antrian, urut",Kata Keadaan,
usada,USADA,obat,Kata Benda,
ngusapi,NGUSAPI,mengusapi,Kata Kerja,
usik,USIK,ganggu,Kata Kerja,
usus-usus,USUS-USUS,tali kolor,Kata Benda,
utami,UTAMI,utama,Kata Benda,Krama
utawa,UTAWA,atau,Kata Sambung,
uthis,UTHIS,puntung rokok,Kata Benda,
uwa,UWA,bude/pakde,Kata Benda,
uwal,UWAL,terlepas dari ikatan (untuk manusia),Kata Keadaan,
uwan,UWAN,uban,Kata Benda,
uwang,UWANG,rahang bawah,Kata Benda,
uwi,UWI,talas,Kata Benda,
uwis,UWIS,sudah,Kata Keadaan,
uwos,UWOS,cuci,Kata Kerja,
uwos-uwos,UWOS-UWOS,mencuci pakaian,Kata Kerja,Krama
uyah,UYAH,garam,Kata Benda,
uyuh,UYUH,air seni,Kata Benda,
uyup,UYUP,"hirup (untuk cairan, mis. kuah sayur",Kata Kerja,
ujug-ujug,UJUG-UJUG,datang dengan tiba-tiba,Kata Kerja,
waca,WACA,baca,Kata Kerja,
wacana,WACANA,"wacana, diskursus",Kata Benda,
wadad,WADAD,tidak menjalani perkawinan,Kata Benda,
wadag,WADAG,raga,Kata Benda,
wadal,WADAL,tumbal,Kata Benda,
wadal,WADAL,tidak kawin karena menepati janjinya sendiri,Kata Benda,
wadanan,WADANAN,julukan,Kata Benda,
wadas,WADAS,cadas,Kata Benda,
wadat,WADAT,tidak menikah,Kata Keadaan,
wadhag,WADHAG,jasmani,Kata Benda,
wadhah,WADHAH,wadah,Kata Benda,
wadhang,WADHANG,masakan kemarin (untuk nasi),Kata Sifat,
wadhuk,WADHUK,bendungan,Kata Benda,
wadhuk,WADHUK,perut (kasar/ngoko),Kata Benda,
wadi,WADI,rahasia,Kata Benda,
wadon,WADON,perempuan,Kata Sifat,
wadul,WADUL,mengadu (dalam omongan); melapor,Kata Kerja,
wadung,WADUNG,kapak,Kata Benda,
wagu,WAGU,"janggal; canggung, kurang serasi, tidak pantas",Kata Sifat,
wagé,WAGE,salah satu hari pasaran Jawa,Kata Benda,
waja,WAJA,gigi,Kata Benda,Krama
waja,WAJA,baja,Kata Benda,
wajan,WAJAN,"wajan, kuali",Kata Benda,
wajik,WAJIK,"jajar genjang, belah ketupat",Kata Sifat,
wajik,WAJIK,"kue yang terbuat dari beras ketan, gula merah, dan kelapa, kue wajik",Kata Benda,
wakul,WAKUL,bakul/tempat nasi,Kata Benda,
walanda,WALANDA,belanda,Kata Benda,
walang,WALANG,belalang,Kata Benda,
wales,WALES,balas,Kata Kerja,
walesan,WALESAN,gagang pancing,Kata Benda,
walik,WALIK,balik,Kata Benda,
waluh,WALUH,labu,Kata Benda,
waluya,WALUYA,sehat,Kata Sifat,
walèh,WALEH,bosan,Kata Keadaan,
wana,WANA,hutan,Kata Benda,
wanadri,WANADRI,hutan rimba,Kata Benda,
wanara,WANARA,kera,Kata Benda,
wanci,WANCI,"saat, waktu",Kata Benda,
wanda,WANDA,badan,Kata Benda,
wanda,WANDA,suku kata; rupa wajah,Kata Benda,
wandu,WANDU,banci,Kata Sifat,
wandé,WANDE,warung,Kata Benda,
wangi,WANGI,harum,Kata Sifat,
wangkal,WANGKAL,keras kepala,Kata Keadaan,
wangsit,WANGSIT,"wahyu; ilham, petunjuk",Kata Benda,
wangsul,WANGSUL,pulang,Kata Kerja,Krama
wangsulan,WANGSULAN,"kembalian; umpan balik, jawaban",Kata Benda,Krama
wangun,WANGUN,bentuk,Kata Benda,
wangwung,WANGWUNG,kumbang,Kata Benda,
wani,WANI,berani,Kata Sifat,
wanita,WANITA,"wanita, perempuan",Kata Benda,
wanodya,WANODYA,wanita,Kata Benda,
wantah,WANTAH,apa adanya,Kata Keterangan,
wanti-wanti,WANTI-WANTI,berpesan dengan sangat,Kata Kerja,
wanuh,WANUH,"tahu, kenal",Kata Kerja,
waos,WAOS,gigi,Kata Benda,
waos,WAOS,baca,Kata Kerja,Krama
wara-wara,WARA-WARA,pengumuman,Kata Benda,
warah,WARAH,tunjuk/ajar; berkata,Kata Kerja,
warak,WARAK,badak,Kata Benda,
warangan,WARANGAN,racun (biasanya dipakai untuk melumuri keris),Kata Benda,
waranggana,WARANGGANA,penyanyi (dengan iringan gamelan),Kata Benda,
warangka,WARANGKA,"kerangka, sarung keris",Kata Benda,
waras,WARAS,sehat,Kata Sifat,
wareg,WAREG,kenyang,Kata Sifat,
wargi,WARGI,warga,Kata Benda,
warih,WARIH,banyu,Kata Benda,
waringuten,WARINGUTEN,kewalahan,Kata Keadaan,
warok,WAROK,"orang berilmu (daerah Madiun, Ponorogo, Tenggalek dan sekitarnya)",Kata Benda,
warsa,WARSA,tahun,Kata Benda,
warta,WARTA,berita,Kata Benda,
warèng,WARENG,keturunan ke-5,Kata Benda,
wasis,WASIS,"pandai; pandai, trampil, cekatan, luwes",Kata Benda,
waskitha,WASKITHA,waspada,Kata Sifat,
waspa,WASPA,air mata,Kata Benda,
wasta,WASTA,nama,Kata Benda,
wastani,WASTANI,"kira, sangka; namakan, sebut",Kata Kerja,
wastra,WASTRA,laut,Kata Benda,
watara,WATARA,kira-kira,Kata Keadaan,
watek,WATEK,watak,Kata Benda,
wates,WATES,batas,Kata Benda,
waton,WATON,asal-asalan; asalkan; pokoknya,Kata Keadaan,
watu,WATU,batu,Kata Benda,
watuk,WATUK,batuk,Kata Kerja,
wau,WAU,tadi,Kata Benda,Krama
waung,WAUNG,anjing,Kata Benda,
wawacan,WAWACAN,bacaan,Kata Benda,
wawansabda,WAWANSABDA,bercakap-cakap,Kata Kerja,
wawas,WAWAS,"pikir, timbang",Kata Kerja,
wawasan,WAWASAN,"pikiran, pertimbangan",Kata Benda,
wayah,WAYAH,cucu,Kata Benda,
wayah,WAYAH,masa/waktu,Kata Benda,
wayu,WAYU,"basi; lama, lewat batas waktu (untuk makanan atau berita)",Kata Sifat,
wayuh,WAYUH,diduakan (oleh suami),Kata Kerja,
wedhak,WEDHAK,bedak,Kata Benda,
wedhar,WEDHAR,"urai, bahas",Kata Kerja,
wedhi,WEDHI,pasir,Kata Benda,
wedhon,WEDHON,hantu sawah,Kata Benda,
wedhus,WEDHUS,kambing,Kata Benda,
wedi,WEDI,takut,Kata Sifat,
wegah,WEGAH,enggan; malas/kurang semangat,Kata Sifat,
wek'e,WEK'E,punyanya,Kata Keterangan,
wekas,WEKAS,pesan,Kata Benda,
wekasi,WEKASI,berpesan/menyampaikan,Kata Kerja,
wekasan,WEKASAN,akhir,Kata Benda,
wektu/wekdal,WEKTU/WEKDAL,waktu,Kata Benda,
welas,WELAS,rasa kasihan,Kata Benda,
welas,WELAS,merasa kasihan,Kata Kerja,
weling,WELING,pesan,Kata Benda,
weling,WELING,ular belang berbisa,Kata Benda,
welèh,WELEH,balasan setimpal,Kata Kerja,
wenang,WENANG,"berwenang, berhak",Kata Sifat,
wengi,WENGI,malam,Kata Keadaan,
sewengi,SEWENGI,semalam,Kata Keadaan,
wengku,WENGKU,"memangku, menikahi (pria menikahi wanita)",Kata Kerja,
wening,WENING,bening,Kata Sifat,
wentis,WENTIS,betis,Kata Benda,
werdi,WERDI,arti,Kata Benda,
werna,WERNA,"warna, jenis",Kata Benda,
weruh,WERUH,"nampak, tahu; melihat",Kata Kerja,
wesi,WESI,besi,Kata Benda,
wetah,WETAH,utuh,Kata Sifat,
weteng,WETENG,perut,Kata Benda,
weton,WETON,hari kelahiran; weton,Kata Benda,
wetu,WETU,keluar,Kata Kerja,
wewaler,WEWALER,pantangan,Kata Benda,
wewengkon,WEWENGKON,"daerah kekuasaan, wilayah",Kata Benda,
widada,WIDADA,selamat,Kata Sifat,
widadara,WIDADARA,bidadari laki-laki,Kata Benda,
widadari,WIDADARI,bidadari perempuan,Kata Benda,
wigati,WIGATI,"perlu, penting",Kata Sifat,
wibi,WIBI,ibu,Kata Keadaan,
wiji,WIJI,biji; benih,Kata Benda,
wijik,WIJIK,mencuci tangan atau kaki,Kata Kerja,
wilah,WILAH,bilah,Kata Benda,
wilang,WILANG,hitung,Kata Kerja,
wilangan,WILANGAN,bilangan,Kata Benda,
wilujeng,WILUJENG,selamat,Kata Keadaan,
winarah,WINARAH,terjadi,Kata Kerja,
winengku,WINENGKU,disunting; diperistri,Kata Kerja,
wingi,WINGI,kemarin,Kata Benda,
wingit,WINGIT,angker,Kata Sifat,
wingking,WINGKING,belakang,Kata Keadaan,Krama
wingènané,WINGENANE,dua hari yang lalu/selumbari,Kata Benda,
winih,WINIH,benih,Kata Benda,
winisuda,WINISUDA,diwisuda,Kata Kerja,
wirama,WIRAMA,irama,Kata Benda,
wirang,WIRANG,malu; tercemar,Kata Sifat,
wirid,WIRID,kata atau kalimat pujian kepada Allah yang dibaca berulang-ulang,Kata Kerja,
wiridan,WIRIDAN,pembacaan wirid,Kata Benda,
wiring galih,WIRING GALIH,hitam (ayam jago),Kata Benda,
wiron,WIRON,bagian dari kain panjang yang dilipat memanjang bersusun yang akan diletakkan di bagian terluar di depan pada saat kain jarik dikenakan,Kata Benda,
wiru,WIRU,melipat bagian tepi kain jarik menjadi lipatan-lipatan kecil memanjang bersusun,Kata Kerja,
wis,WIS,sudah,Kata Keterangan,
wisa,WISA,"bisa, racun",Kata Benda,
wisik,WISIK,"bisikan, wahyu",Kata Benda,
wisma,WISMA,rumah,Kata Benda,
wisuh,WISUH,basuh tangan/kaki,Kata Kerja,
wit,WIT,pohon,Kata Benda,
witikna,WITIKNA,salah sendiri; mengapa pula,Kata Sambung,
wiwit,WIWIT,mulai,Kata Kerja,
wiyak,WIYAK,membuka/menampakkan,Kata Kerja,
wiyosan,WIYOSAN,kelahiran,Kata Benda,
woh,WOH,buah,Kata Benda,
wolu,WOLU,delapan,Kata Benda,
wondene,WONDENE,"sedangkan, dalam hal.....",Kata Sambung,Krama
wondho,WONDHO,bentuk/rupa,Kata Kerja,Krama
wong,WONG,orang,Kata Benda,
wonten,WONTEN,ada,Kata Keterangan,Krama
wos,WOS,beras,Kata Benda,Krama
wos,WOS,"arti; inti, pokok",Kata Benda,
wot,WOT,jembatan; titian biasanya dibuat sangat sederhana dari bahan kayu atau bambu,Kata Benda,
wrangka,WRANGKA,sarung keris,Kata Benda,
wré,WRE,kera,Kata Benda,
wréda,WREDA,tua,Kata Benda,
wucal,WUCAL,ajar,Kata Benda,
wuda,WUDA,telanjang,Kata Keadaan,
wudel,WUDEL,pusar,Kata Benda,
wudhar,WUDHAR,terurai,Kata Kerja,
wudun,WUDUN,bisul,Kata Benda,
wukir,WUKIR,gunung,Kata Benda,
wulan,WULAN,bulan,Kata Benda,Krama
wulang,WULANG,ajar,Kata Kerja,
wulangan,WULANGAN,pelajaran,Kata Benda,
wulu,WULU,bulu,Kata Benda,
wuluh,WULUH,belimbing wuluh,Kata Benda,
wulung,WULUNG,elang,Kata Benda,
wulung,WULUNG,ungu tua; hitam,Kata Sifat,
wungkuk,WUNGKUK,bongkok,Kata Sifat,
wungu,WUNGU,bangun,Kata Kerja,
wungu,WUNGU,ungu,Kata Sifat,
wuninga,WUNINGA,tahu,Kata Sifat,
wuri,WURI,belakang,Kata Keadaan,
wuru,WURU,mabuk,Kata Kerja,
wuruk,WURUK,tunjuk/ajar,Kata Kerja,
wurung,WURUNG,batal,Kata Keadaan,
wus,WUS,sudah,Kata Keadaan,
wusana,WUSANA,"akhir, kemudian",Kata Benda,
wuta,WUTA,buta,Kata Sifat,
wutah,WUTAH,tumpah,Kata Kerja,
wutuh,WUTUH,utuh,Kata Sifat,
wuwuh,WUWUH,tambah,Kata Kerja,
wuwung,WUWUNG,bubungan atap,Kata Benda,
wuwus,WUWUS,"bicara, kata-kata",Kata Benda,
wuyung,WUYUNG,"kasmaran; tergila-gila, jatuh cinta",Kata Sifat,
wèt,WET,hukum,Kata Benda,
wèwèh,WEWEH,memberi; pemberian,Kata Kerja,
wé,WE,air,Kata Benda,
wédang,WEDANG,air matang; minuman hangat,Kata Benda,
wédhok,WEDHOK,perempuan,Kata Sifat,
wétan,WETAN,timur,Kata Benda,
wéwé,WEWE,hantu perempuan,Kata Benda,
wruhaniró,WRUHANIRO,pengetahuanmu,Kata Benda,Krama
werdhi,WERDHI,arti,Kata Benda,Krama
yaiku,YAIKU,yaitu,Kata Sambung,
yaksa,YAKSA,raksasa,Kata Benda,
yamadipati,YAMADIPATI,dewa kematian,Kata Benda,
yasa,YASA,membuat,Kata Kerja,
yatra,YATRA,uang,Kata Benda,
yayah,YAYAH,ayah,Kata Benda,
yayi,YAYI,adik,Kata Benda,
yekti,YEKTI,sungguh; benar,Kata Sifat,
yuswa,YUSWA,umur,Kata Benda,
yuta,YUTA,juta,Kata Bilangan,
yuwana,YUWANA,selamat,Kata Sifat,
yuyu,YUYU,kepiting sungai,Kata Benda,
yèn,YEN,"bila, jika",Kata Sambung,
